#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
HC1243	TTE_other_inflammatory_spondylopathies	NA	NA	NA	24983	3475	2368	125	44	2	57	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1243.phe
HC1052	TTE_other_interstitial_pulmonary_diseases	NA	NA	NA	24983	2285	1517	98	27	4	45	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1052.phe
HC1248	TTE_other_intervertebral_disk_disorders	NA	NA	NA	24983	22978	15517	1073	234	28	344	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1248.phe
HC1230	TTE_other_joint_disorders,_not_elsewhere_classified	NA	NA	NA	24983	85563	57916	3606	949	144	1636	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1230.phe
HC1142	TTE_other_local_infections_of_skin_and_subcutaneous_tissue	NA	NA	NA	24983	14438	9929	641	104	14	219	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1142.phe
HC1440	TTE_other_maternal_diseases_classifiable_elsewhere_but_complicating_pregnancy,_childbirth_and_the_puerperium	NA	NA	NA	24983	2581	1556	180	83	11	83	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1440.phe
HC708	TTE_other_metabolic_disorders	NA	NA	NA	24983	961	643	41	17	0	26	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC708.phe
HC828	TTE_other_mononeuropathies	NA	NA	NA	24983	844	576	34	13	0	11	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC828.phe
HC1232	TTE_other_necrotising_vasculopathies	NA	NA	NA	24983	1424	967	65	8	3	23	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1232.phe
HC353	other_neurological_problem	NA	NA	NA	24983	2041	1421	95	9	1	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC353.phe
HC996	TTE_other_non-infective_disorders_of_lymphatic_vessels_and_lymph_nodes	NA	NA	NA	24983	1826	1205	88	25	3	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC996.phe
HC1103	TTE_other_non-infective_gastro-enteritis_and_colitis	NA	NA	NA	24983	25129	16816	1164	217	28	445	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1103.phe
HC644	TTE_other_non-toxic_goitre	NA	NA	NA	24983	4658	3011	249	84	19	82	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC644.phe
HC1355	TTE_other_noninflammatory_disorders_of_cervix_uteri	NA	NA	NA	24983	2894	1903	138	48	10	37	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1355.phe
HC1352	TTE_other_noninflammatory_disorders_of_uterus,_except_cervix	NA	NA	NA	24983	7711	5035	371	132	27	94	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1352.phe
HC1356	TTE_other_noninflammatory_disorders_of_vagina	NA	NA	NA	24983	12409	8236	543	141	25	179	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1356.phe
HC1357	TTE_other_noninflammatory_disorders_of_vulva_and_perineum	NA	NA	NA	24983	6175	4130	278	55	8	107	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1357.phe
HC1178	TTE_other_nonscarring_hair_loss	NA	NA	NA	24983	3298	1979	207	76	15	165	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1178.phe
HC1280	TTE_other_osteochondropathies	NA	NA	NA	24983	807	563	31	6	2	8	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1280.phe
HC842	TTE_other_paralytic_syndromes	NA	NA	NA	24983	1148	766	40	16	2	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC842.phe
HC982	TTE_other_peripheral_vascular_diseases	NA	NA	NA	24983	10531	7037	462	77	7	144	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC982.phe
HC832	TTE_other_polyneuropathies	NA	NA	NA	24983	3387	2304	168	33	3	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC832.phe
HC497	TTE_other_predominantly_sexually_transmitted_diseases,_not_elsewhere_classified	NA	NA	NA	24983	1842	1267	91	18	1	11	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC497.phe
HC944	TTE_other_pulmonary_heart_diseases	NA	NA	NA	24983	1624	1061	71	27	3	25	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC944.phe
HC32	other_renal/kidney_problem	NA	NA	NA	24983	2391	1607	125	16	3	25	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC32.phe
HC1062	TTE_other_respiratory_disorders	NA	NA	NA	24983	15041	10121	626	142	13	312	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1062.phe
HC880	TTE_other_retinal_disorders	NA	NA	NA	24983	11538	7723	490	125	36	285	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC880.phe
HC1212	TTE_other_rheumatoid_arthritis	NA	NA	NA	24983	10023	6601	409	122	14	200	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1212.phe
HC449	TTE_other_salmonella_infections	NA	NA	NA	24983	767	529	31	6	2	12	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC449.phe
HC480	TTE_other_septicaemia	NA	NA	NA	24983	7496	5005	332	91	9	125	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC480.phe
HC1266	TTE_other_soft_tissue_disorders,_not_elsewhere_classified	NA	NA	NA	24983	82154	54974	3735	859	123	1667	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1266.phe
HC1229	TTE_other_specific_joint_derangements	NA	NA	NA	24983	4341	2919	173	47	10	57	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1229.phe
HC605	TTE_other_specified_infectious_agents_as_the_cause_of_diseases_classified_to_other	NA	NA	NA	24983	3508	2115	246	85	5	80	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC605.phe
HC1245	TTE_other_spondylopathies	NA	NA	NA	24983	12181	8246	509	137	15	173	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1245.phe
HC891	TTE_other_strabismus	NA	NA	NA	24983	2313	1553	113	18	1	23	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC891.phe
HC554	TTE_other_superficial_mycoses	NA	NA	NA	24983	5799	3687	276	94	7	196	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC554.phe
HC1236	TTE_other_systemic_involvement_of_connective_tissue	NA	NA	NA	24983	4929	3301	238	44	7	64	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1236.phe
HC989	TTE_other_venous_embolism_and_thrombosis	NA	NA	NA	24983	946	649	36	5	3	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC989.phe
HC535	TTE_other_viral_infections_characterised_by_skin_and_mucous_membrane_lesions,_not_elsewhere	NA	NA	NA	24983	1041	739	29	7	1	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC535.phe
HC900	TTE_otitis_externa	NA	NA	NA	24983	21898	14964	945	115	28	384	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC900.phe
HC914	TTE_otosclerosis	NA	NA	NA	24983	1066	711	53	4	0	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC914.phe
cancer1039	ovarian_cancer	NA	NA	NA	24983	2031	1379	111	16	5	18	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1039.phe
HC427	ovarian_cyst_or_cysts	NA	NA	NA	24983	4407	2948	253	39	13	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC427.phe
HC663	TTE_ovarian_dysfunction	NA	NA	NA	24983	2264	1400	150	36	5	61	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC663.phe
HC1361	TTE_pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle	NA	NA	NA	24983	12084	8134	517	148	17	127	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1361.phe
cancer1026	pancreas_cancer	NA	NA	NA	24983	1177	808	63	7	3	14	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1026.phe
HC392	pancreatitis	NA	NA	NA	24983	3610	2435	157	32	2	61	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC392.phe
HC1105	TTE_paralytic_ileus_and_intestinal_obstruction_without_hernia	NA	NA	NA	24983	6671	4566	317	76	6	68	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1105.phe
HC801	TTE_parkinson's_disease	NA	NA	NA	24983	2368	1619	102	9	3	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC801.phe
HC963	TTE_paroxysmal_tachycardia	NA	NA	NA	24983	6051	4120	327	48	5	93	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC963.phe
HC1085	TTE_peptic_ulcer,_site_unspecified	NA	NA	NA	24983	1695	1101	103	23	4	31	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1085.phe
HC910	TTE_perforation_of_tympanic_membrane	NA	NA	NA	24983	2054	1339	79	10	16	56	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC910.phe
HC114	pericardial_effusion	NA	NA	NA	24983	1125	734	54	22	2	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC114.phe
HC1418	TTE_perineal_laceration_during_delivery	NA	NA	NA	24983	6890	4372	447	130	31	127	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1418.phe
HC280	peripheral_neuropathy	NA	NA	NA	24983	877	636	33	2	0	4	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC280.phe
HC385	peripheral_vascular_disease	NA	NA	NA	24983	6565	4326	290	62	5	83	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC385.phe
HC121	peritonitis	NA	NA	NA	24983	4154	2865	201	28	4	25	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC121.phe
HC1027	TTE_peritonsillar_abscess	NA	NA	NA	24983	858	565	43	11	1	8	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1027.phe
HC169	pernicious_anaemia	NA	NA	NA	24983	1597	1071	83	7	0	50	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC169.phe
HC741	TTE_persistent_mood_[affective]_disorders	NA	NA	NA	24983	879	602	46	0	0	4	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC741.phe
HC987	TTE_phlebitis_and_thrombophlebitis	NA	NA	NA	24983	16786	11561	710	173	9	145	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC987.phe
HC744	TTE_phobic_anxiety_disorders	NA	NA	NA	24983	3059	2061	144	37	1	34	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC744.phe
HC1141	TTE_pilonidal_cyst	NA	NA	NA	24983	1559	1046	72	14	3	43	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1141.phe
HC1161	TTE_pityriasis_rosea	NA	NA	NA	24983	1617	1140	70	19	2	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1161.phe
HC1055	TTE_pleural_effusion,_not_elsewhere_classified	NA	NA	NA	24983	8738	5890	413	108	6	127	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1055.phe
HC1057	TTE_pleural_plaque	NA	NA	NA	24983	1658	1121	56	9	0	4	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1057.phe
HC34	pleurisy	NA	NA	NA	24983	2573	1771	124	6	0	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC34.phe
HC36	pneumonia	NA	NA	NA	24983	23430	15869	1115	213	14	285	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC36.phe
HC1017	TTE_pneumonia,_organism_unspecified	NA	NA	NA	24983	24070	16350	1154	205	11	280	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1017.phe
HC1012	TTE_pneumonia_due_to_streptococcus_pneumoniae	NA	NA	NA	24983	886	593	37	9	2	9	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1012.phe
HC1047	TTE_pneumonitis_due_to_solids_and_liquids	NA	NA	NA	24983	1333	898	65	18	0	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1047.phe
HC1058	TTE_pneumothorax	NA	NA	NA	24983	2714	1877	141	24	1	17	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1058.phe
HC1220	TTE_polyarthrosis	NA	NA	NA	24983	10289	7040	405	67	12	116	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1220.phe
HC291	polycystic_ovaries/polycystic_ovarian_syndrome	NA	NA	NA	24983	875	549	61	15	2	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC291.phe
HC69	polycythaemia_vera	NA	NA	NA	24983	861	573	41	0	4	11	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC69.phe
HC96	polymyalgia_rheumatica	NA	NA	NA	24983	2754	1898	118	13	2	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC96.phe
HC1351	TTE_polyp_of_female_genital_tract	NA	NA	NA	24983	17399	11550	878	196	44	212	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1351.phe
HC1420	TTE_postpartum_haemorrhage	NA	NA	NA	24983	2077	1309	119	56	9	50	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1420.phe
HC1133	TTE_postprocedural_disorders_of_digestive_system,_not_elsewhere_classified	NA	NA	NA	24983	2484	1636	110	21	5	32	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1133.phe
HC1366	TTE_postprocedural_disorders_of_genito-urinary_system,_not_elsewhere_classified	NA	NA	NA	24983	1616	1096	67	19	0	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1366.phe
HC709	TTE_postprocedural_endocrine_and_metabolic_disorders,_not_elsewhere_classified	NA	NA	NA	24983	2291	1490	122	38	9	43	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC709.phe
HC1401	TTE_premature_rupture_of_membranes	NA	NA	NA	24983	1421	850	111	39	9	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1401.phe
HC1408	TTE_preterm_delivery	NA	NA	NA	24983	994	587	48	36	3	40	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1408.phe
HC176	prolapsed_disc/slipped_disc	NA	NA	NA	24983	8934	6157	434	69	9	110	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC176.phe
HC1407	TTE_prolonged_pregnancy	NA	NA	NA	24983	1478	956	107	22	4	17	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1407.phe
cancer1044	prostate_cancer	NA	NA	NA	24983	11054	7841	441	199	9	78	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1044.phe
HC342	prostate_problem_(not_cancer)	NA	NA	NA	24983	893	615	45	5	0	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC342.phe
HC161	prostatitis	NA	NA	NA	24983	1661	1165	75	17	2	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC161.phe
HC1157	TTE_pruritus	NA	NA	NA	24983	12385	8200	519	140	13	342	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1157.phe
HC1159	TTE_psoriasis	NA	NA	NA	24983	14080	9646	723	32	15	188	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1159.phe
HC91	psoriatic_arthropathy	NA	NA	NA	24983	1556	1060	81	2	2	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC91.phe
HC943	TTE_pulmonary_embolism	NA	NA	NA	24983	8581	5901	363	96	6	54	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC943.phe
HC84	pulmonary_fibrosis	NA	NA	NA	24983	1604	1045	65	19	3	37	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC84.phe
HC1050	TTE_pulmonary_oedema	NA	NA	NA	24983	969	587	63	6	1	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1050.phe
HC625	TTE_purpura_and_other_haemorrhagic_conditions	NA	NA	NA	24983	3717	2464	191	49	6	85	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC625.phe
HC747	TTE_reaction_to_severe_stress,_and_adjustment_disorders	NA	NA	NA	24983	14340	9682	636	153	23	220	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC747.phe
cancer1023	rectal_cancer	NA	NA	NA	24983	3499	2421	176	23	3	20	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1023.phe
HC16	rectal_or_colon_adenoma/polyps	NA	NA	NA	24983	1793	1218	91	10	1	12	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC16.phe
HC355	rectal_prolapse	NA	NA	NA	24983	1703	1153	66	12	2	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC355.phe
HC1287	TTE_recurrent_and_persistent_haematuria	NA	NA	NA	24983	1348	893	61	11	0	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1287.phe
HC740	TTE_recurrent_depressive_disorder	NA	NA	NA	24983	3652	2464	187	27	2	46	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC740.phe
HC1329	TTE_redundant_prepuce,_phimosis_and_paraphimosis	NA	NA	NA	24983	3321	2269	164	21	3	57	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1329.phe
HC294	renal/kidney_failure	NA	NA	NA	24983	16867	11031	688	302	17	360	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC294.phe
cancer1084	respiratory_/_intrathoracic_cancer	NA	NA	NA	24983	4561	3032	255	34	5	33	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1084.phe
HC423	respiratory_failure	NA	NA	NA	24983	3997	2605	184	42	1	68	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC423.phe
HC362	respiratory_infection	NA	NA	NA	24983	15797	10467	716	160	13	268	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC362.phe
HC457	TTE_respiratory_tuberculosis,_bacteriologically_and_histologically_confirmed	NA	NA	NA	24983	2672	1669	155	33	7	120	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC457.phe
HC878	TTE_retinal_detachments_and_breaks	NA	NA	NA	24983	6234	4346	296	57	8	76	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC878.phe
HC881	TTE_retinal_disorders_in_diseases_classified_elsewhere	NA	NA	NA	24983	3190	1872	121	129	5	203	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC881.phe
HC143	retinal_problem	NA	NA	NA	24983	914	650	43	6	5	11	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC143.phe
HC879	TTE_retinal_vascular_occlusions	NA	NA	NA	24983	1947	1339	71	14	1	45	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC879.phe
HC924	TTE_rheumatic_fever_without_mention_of_heart_involvement	NA	NA	NA	24983	1598	1086	91	3	0	8	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC924.phe
